Date,Trap,Latitude,Longitude,Tavg,DewPoint,PrecipTotal,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS
2011-07-25,T209,41.740641,-87.546587,81.5,66.5,0.005,0,1,0,0,0,0,0
2007-08-28,T115,41.673408,-87.599862,79.5,65.5,0.0,0,1,0,0,0,0,0
2007-08-08,T115,41.673408,-87.599862,80.5,71.5,0.075,0,1,0,0,0,0,0
2009-09-25,T002,41.95469,-87.800991,65.0,57.0,0.09,0,0,1,0,0,0,0
2009-06-19,T115,41.673408,-87.599862,76.5,67.5,2.42,0,0,0,1,0,0,0
2007-03-08,T215,41.686398,-87.531635,80.5,57.0,0.0,0,1,0,0,0,0,0
2009-07-31,T066,41.77166,-87.703047,71.0,54.5,0.0,0,0,1,0,0,0,0
2007-11-07,T086,41.688324,-87.676709,70.0,51.0,0.0,0,0,1,0,0,0,0
2011-07-25,T089,41.723195000000004,-87.64997,81.5,66.5,0.005,0,1,0,0,0,0,0
2011-11-07,T009,41.992478000000006,-87.862995,80.0,70.5,0.26,0,0,1,0,0,0,0
2011-10-06,T027,41.984809000000006,-87.728492,60.5,56.0,0.48,0,0,0,0,1,0,0
2007-09-24,T100,41.717753,-87.531657,80.0,62.5,0.0,0,0,1,0,0,0,0
2011-08-26,T090,41.868077,-87.666901,71.5,58.0,0.0,0,1,0,0,0,0,0
2011-08-26,T231,41.98728,-87.666066,71.5,58.0,0.0,0,0,1,0,0,0,0
2011-07-25,T031,41.801497999999995,-87.763416,81.5,66.5,0.005,0,0,0,1,0,0,0
2009-07-17,T080,41.754676,-87.612922,64.0,51.5,0.0005,0,0,1,0,0,0,0
2007-08-22,T103,41.702723999999996,-87.536497,80.0,70.5,0.625,0,1,0,0,0,0,0
2011-12-09,T152,41.846075,-87.716277,75.0,59.0,0.0,0,0,1,0,0,0,0
2007-07-27,T011,41.944869,-87.832763,77.0,67.5,0.10500000000000001,0,0,1,0,0,0,0
2007-01-08,T115,41.673408,-87.599862,80.5,62.5,0.0,0,1,0,0,0,0,0
2009-05-28,T031,41.801497999999995,-87.763416,59.0,51.0,0.0,0,0,0,1,0,0,0
2013-09-19,T082,41.803422999999995,-87.642984,77.0,67.0,0.4205,0,0,1,0,0,0,0
2009-07-24,T031,41.801497999999995,-87.763416,72.5,59.5,0.165,0,0,0,1,0,0,0
2011-06-30,T080,41.754676,-87.612922,76.0,61.5,0.0155,0,0,0,1,0,0,0
2007-01-08,T103,41.702723999999996,-87.536497,80.5,62.5,0.0,0,0,0,1,0,0,0
2007-08-22,T102,41.750498,-87.605294,80.0,70.5,0.625,0,0,1,0,0,0,0
2009-09-17,T147,41.932094,-87.700117,62.0,51.5,0.0,0,0,0,1,0,0,0
2009-03-06,T900,41.974689,-87.890615,53.0,39.5,0.0,0,0,0,1,0,0,0
2013-06-27,T011,41.944869,-87.832763,78.0,66.0,0.755,0,0,0,1,0,0,0
2009-12-06,T016,42.011601,-87.81150600000001,61.5,49.0,0.001,0,0,0,1,0,0,0
2007-11-07,T148,42.01743,-87.68776899999999,70.0,51.0,0.0,0,0,0,0,1,0,0
2011-12-09,T074,41.822536,-87.66634300000001,75.0,59.0,0.0,0,0,1,0,0,0,0
2009-07-13,T200,41.678618,-87.559308,71.0,47.0,0.0,0,1,0,0,0,0,0
2011-09-16,T235,41.776428,-87.627096,53.0,39.0,0.0,0,0,1,0,0,0,0
2013-09-19,T223,41.973845000000004,-87.805059,77.0,67.0,0.4205,0,0,1,0,0,0,0
2013-01-08,T030,41.899229999999996,-87.716788,71.5,55.5,0.0,0,0,1,0,0,0,0
2007-06-26,T046,41.891118,-87.65449100000001,81.5,69.0,0.0805,0,0,1,0,0,0,0
2009-08-27,T900,41.974689,-87.890615,64.5,60.5,1.0699999999999998,0,0,1,0,0,0,0
2011-11-07,T231,41.98728,-87.666066,80.0,70.5,0.26,0,0,0,1,0,0,0
2013-01-08,T114,41.798697,-87.736812,71.5,55.5,0.0,0,0,1,0,0,0,0
2013-01-08,T089,41.723195000000004,-87.64997,71.5,55.5,0.0,0,1,0,0,0,0,0
2009-07-17,T095,41.704336,-87.70373599999999,64.0,51.5,0.0005,0,0,1,0,0,0,0
2009-07-13,T135,41.662014,-87.72460799999999,71.0,47.0,0.0,0,0,1,0,0,0,0
2009-07-31,T227,41.728495,-87.60096300000001,71.0,54.5,0.0,0,1,0,0,0,0,0
2009-07-24,T061,41.801179,-87.679447,72.5,59.5,0.165,0,0,1,0,0,0,0
2013-07-19,T235,41.776428,-87.627096,85.0,69.5,0.2905,0,0,1,0,0,0,0
2007-07-18,T017,41.960615999999995,-87.777189,77.0,68.5,1.235,0,0,0,1,0,0,0
2011-01-09,T039,41.911823999999996,-87.726737,83.0,70.5,0.0,0,0,0,1,0,0,0
2013-12-07,T035,41.763733,-87.742302,71.0,53.5,0.0,0,0,0,1,0,0,0
2007-12-09,T209,41.740641,-87.546587,56.5,42.5,0.0,0,1,0,0,0,0,0
2011-01-09,T220,41.963976,-87.69181,83.0,70.5,0.0,0,0,1,0,0,0,0
2013-08-08,T128,41.704572,-87.56566600000001,73.0,55.5,0.0,0,1,0,0,0,0,0
2013-12-07,T227,41.728495,-87.60096300000001,71.0,53.5,0.0,0,0,1,0,0,0,0
2013-08-15,T233,42.009876,-87.807277,65.5,51.5,0.0,0,1,0,0,0,0,0
2011-07-25,T226,41.793818,-87.654234,81.5,66.5,0.005,0,0,1,0,0,0,0
2007-09-08,T200,41.678618,-87.559308,78.5,71.0,0.255,0,1,0,0,0,0,0
2007-08-15,T157,41.825902,-87.667827,76.5,68.0,0.53,0,0,1,0,0,0,0
2009-07-17,T054,41.921965,-87.632085,64.0,51.5,0.0005,0,0,1,0,0,0,0
2007-06-29,T014,41.970248,-87.787992,63.5,55.5,0.0,0,0,0,1,0,0,0
2011-07-25,T225,41.743402,-87.731435,81.5,66.5,0.005,0,0,1,0,0,0,0
2009-02-06,T212,41.680946,-87.535198,55.0,46.5,0.09,0,0,1,0,0,0,0
2013-12-09,T009,41.992478000000006,-87.862995,72.5,58.5,0.0305,0,1,0,0,0,0,0
2009-06-19,T159,41.732984,-87.649642,76.5,67.5,2.42,0,1,0,0,0,0,0
2011-08-19,T011,41.944869,-87.832763,76.5,62.5,0.0,0,0,0,1,0,0,0
2007-01-08,T138,41.726465000000005,-87.585413,80.5,62.5,0.0,0,1,0,0,0,0,0
2007-08-28,T115,41.673408,-87.599862,79.5,65.5,0.0,0,1,0,0,0,0,0
2007-08-24,T096,41.731922,-87.677512,75.0,67.0,0.22,0,0,1,0,0,0,0
2011-09-23,T011,41.944869,-87.832763,55.0,45.0,0.01,0,0,1,0,0,0,0
2007-04-09,T067,41.759346,-87.745602,77.5,59.5,0.0,0,1,0,0,0,0,0
2013-06-28,T115,41.673408,-87.599862,75.5,60.5,0.0805,0,0,1,0,0,0,0
2013-08-29,T027,41.984809000000006,-87.728492,78.0,64.5,0.0,0,1,0,0,0,0,0
2007-04-10,T162,41.725516999999996,-87.61425799999999,68.5,56.0,0.0,0,0,1,0,0,0,0
2011-09-23,T048,41.867108,-87.654224,55.0,45.0,0.01,0,0,1,0,0,0,0
2009-02-06,T090,41.868077,-87.666901,55.0,46.5,0.09,0,0,0,1,0,0,0
2011-01-09,T237,41.738903,-87.69544300000001,83.0,70.5,0.0,0,0,1,0,0,0,0
2007-01-08,T074,41.822536,-87.66634300000001,80.5,62.5,0.0,0,0,0,1,0,0,0
2009-07-24,T016,42.011601,-87.81150600000001,72.5,59.5,0.165,0,0,1,0,0,0,0
2011-06-30,T227,41.728495,-87.60096300000001,76.0,61.5,0.0155,0,0,0,1,0,0,0
2011-08-19,T225,41.743402,-87.731435,76.5,62.5,0.0,0,0,0,1,0,0,0
2007-07-08,T074,41.822536,-87.66634300000001,82.5,73.0,0.685,0,1,0,0,0,0,0
2007-11-07,T008,42.008314,-87.77792099999999,70.0,51.0,0.0,0,0,0,1,0,0,0
2007-08-28,T215,41.686398,-87.531635,79.5,65.5,0.0,0,0,0,0,0,0,1
2009-07-13,T900,41.974689,-87.890615,71.0,47.0,0.0,0,0,0,1,0,0,0
2011-11-07,T231,41.98728,-87.666066,80.0,70.5,0.26,0,0,1,0,0,0,0
2007-08-22,T115,41.673408,-87.599862,80.0,70.5,0.625,0,1,0,0,0,0,0
2009-06-22,T900,41.974689,-87.890615,79.5,67.0,0.075,0,0,1,0,0,0,0
2011-07-15,T900,41.974689,-87.890615,79.0,60.0,0.0005,0,0,1,0,0,0,0
2011-07-29,T114,41.798697,-87.736812,79.5,68.0,0.53,0,0,0,1,0,0,0
2011-07-25,T151,41.916265,-87.800515,81.5,66.5,0.005,0,0,0,1,0,0,0
2011-08-19,T128,41.704572,-87.56566600000001,76.5,62.5,0.0,0,0,0,0,0,0,1
2007-08-21,T114,41.798697,-87.736812,77.5,70.0,0.0055,0,1,0,0,0,0,0
2013-08-07,T080,41.754676,-87.612922,78.5,70.5,0.6699999999999999,0,0,1,0,0,0,0
2013-07-19,T030,41.899229999999996,-87.716788,85.0,69.5,0.2905,0,0,1,0,0,0,0
2007-07-27,T144,41.94016,-87.794896,77.0,67.5,0.10500000000000001,0,0,1,0,0,0,0
2007-04-10,T014,41.970248,-87.787992,68.5,56.0,0.0,0,0,1,0,0,0,0
2013-12-07,T212,41.680946,-87.535198,71.0,53.5,0.0,0,0,1,0,0,0,0
2011-09-30,T903,41.957799,-87.930995,52.0,41.5,0.13,0,0,1,0,0,0,0
2009-06-19,T066,41.77166,-87.703047,76.5,67.5,2.42,0,0,0,1,0,0,0
2007-08-21,T220,41.963976,-87.69181,77.5,70.0,0.0055,0,0,1,0,0,0,0
2011-07-29,T090,41.868077,-87.666901,79.5,68.0,0.53,0,0,0,1,0,0,0
2007-02-08,T107,41.729669,-87.582699,81.5,66.0,0.0,0,1,0,0,0,0,0
2011-09-23,T227,41.728495,-87.60096300000001,55.0,45.0,0.01,0,0,1,0,0,0,0
2013-06-27,T066,41.77166,-87.703047,78.0,66.0,0.755,0,0,1,0,0,0,0
2007-08-16,T138,41.726465000000005,-87.585413,71.5,64.5,0.0,0,1,0,0,0,0,0
2013-01-08,T114,41.798697,-87.736812,71.5,55.5,0.0,0,0,0,1,0,0,0
2007-01-08,T079,41.766202,-87.562889,80.5,62.5,0.0,0,0,1,0,0,0,0
2007-08-21,T146,41.958271,-87.702575,77.5,70.0,0.0055,0,0,1,0,0,0,0
2013-06-14,T138,41.726465000000005,-87.585413,67.0,50.5,0.0,0,0,1,0,0,0,0
2007-08-28,T115,41.673408,-87.599862,79.5,65.5,0.0,0,1,0,0,0,0,0
2009-07-27,T159,41.732984,-87.649642,74.5,61.0,0.025,0,0,0,1,0,0,0
2009-05-06,T011,41.944869,-87.832763,63.0,43.5,0.0,0,0,1,0,0,0,0
2007-01-08,T115,41.673408,-87.599862,80.5,62.5,0.0,0,1,0,0,0,0,0
2009-07-17,T159,41.732984,-87.649642,64.0,51.5,0.0005,0,0,0,0,1,0,0
2013-07-25,T225,41.743402,-87.731435,69.5,53.0,0.0,0,0,0,1,0,0,0
2011-08-26,T236,41.994679,-87.770899,71.5,58.0,0.0,0,0,1,0,0,0,0
2013-12-09,T046,41.891118,-87.65449100000001,72.5,58.5,0.0305,0,1,0,0,0,0,0
2007-01-08,T003,41.964242,-87.757639,80.5,62.5,0.0,0,1,0,0,0,0,0
2007-08-21,T054,41.921965,-87.632085,77.5,70.0,0.0055,0,1,0,0,0,0,0
2013-08-29,T900,41.974689,-87.890615,78.0,64.5,0.0,0,0,1,0,0,0,0
2011-06-30,T222,41.925197999999995,-87.746381,76.0,61.5,0.0155,0,0,0,0,0,0,1
2007-04-10,T015,41.974089,-87.824812,68.5,56.0,0.0,0,1,0,0,0,0,0
2009-09-25,T016,42.011601,-87.81150600000001,65.0,57.0,0.09,0,0,1,0,0,0,0
2011-07-25,T231,41.98728,-87.666066,81.5,66.5,0.005,0,0,0,1,0,0,0
2007-01-08,T069,41.768388,-87.678649,80.5,62.5,0.0,0,1,0,0,0,0,0
2013-08-07,T224,41.947227000000005,-87.67145699999999,78.5,70.5,0.6699999999999999,0,0,1,0,0,0,0
2011-07-25,T128,41.704572,-87.56566600000001,81.5,66.5,0.005,0,0,1,0,0,0,0
2007-08-22,T162,41.725516999999996,-87.61425799999999,80.0,70.5,0.625,0,0,1,0,0,0,0
2007-01-08,T028,41.986921,-87.689778,80.5,62.5,0.0,0,0,1,0,0,0,0
2007-06-26,T016,42.011601,-87.81150600000001,81.5,69.0,0.0805,0,0,0,1,0,0,0
2011-07-29,T027,41.984809000000006,-87.728492,79.5,68.0,0.53,0,0,0,1,0,0,0
2007-08-21,T147,41.932094,-87.700117,77.5,70.0,0.0055,0,1,0,0,0,0,0
2013-08-22,T159,41.732984,-87.649642,73.0,66.5,0.295,0,0,1,0,0,0,0
2013-12-09,T231,41.98728,-87.666066,72.5,58.5,0.0305,0,1,0,0,0,0,0
2009-07-13,T135,41.662014,-87.72460799999999,71.0,47.0,0.0,0,0,1,0,0,0,0
2013-01-08,T221,41.659112,-87.53869300000001,71.5,55.5,0.0,0,0,0,0,1,0,0
2007-09-19,T115,41.673408,-87.599862,75.5,59.0,0.0,0,1,0,0,0,0,0
2007-11-07,T065,41.778296999999995,-87.752411,70.0,51.0,0.0,0,1,0,0,0,0,0
2013-06-14,T115,41.673408,-87.599862,67.0,50.5,0.0,0,0,0,1,0,0,0
2011-07-25,T090,41.868077,-87.666901,81.5,66.5,0.005,0,0,0,1,0,0,0
2009-07-31,T158,41.682587,-87.707973,71.0,54.5,0.0,0,0,1,0,0,0,0
2007-09-24,T049,41.896282,-87.655232,80.0,62.5,0.0,0,1,0,0,0,0,0
2007-08-21,T146,41.958271,-87.702575,77.5,70.0,0.0055,0,1,0,0,0,0,0
2013-08-29,T147,41.932094,-87.700117,78.0,64.5,0.0,0,0,1,0,0,0,0
2007-07-18,T220,41.963976,-87.69181,77.0,68.5,1.235,0,0,1,0,0,0,0
2013-08-22,T231,41.98728,-87.666066,73.0,66.5,0.295,0,0,1,0,0,0,0
2009-06-22,T903,41.957799,-87.930995,79.5,67.0,0.075,0,0,1,0,0,0,0
2013-12-09,T030,41.899229999999996,-87.716788,72.5,58.5,0.0305,0,1,0,0,0,0,0
2007-01-08,T082,41.803422999999995,-87.642984,80.5,62.5,0.0,0,0,1,0,0,0,0
2009-09-14,T095,41.704336,-87.70373599999999,71.5,55.5,0.0,0,1,0,0,0,0,0
2007-08-08,T115,41.673408,-87.599862,80.5,71.5,0.075,0,1,0,0,0,0,0
2011-12-08,T223,41.973845000000004,-87.805059,72.5,58.0,0.0,0,0,0,1,0,0,0
2009-02-06,T152,41.846075,-87.716277,55.0,46.5,0.09,0,0,0,1,0,0,0
2009-09-25,T002,41.95469,-87.800991,65.0,57.0,0.09,0,0,0,1,0,0,0
2009-09-14,T128,41.704572,-87.56566600000001,71.5,55.5,0.0,0,1,0,0,0,0,0
2013-08-08,T209,41.740641,-87.546587,73.0,55.5,0.0,0,1,0,0,0,0,0
2013-08-08,T033,41.906638,-87.701431,73.0,55.5,0.0,0,0,1,0,0,0,0
2009-10-07,T008,42.008314,-87.77792099999999,74.5,64.5,0.1,0,0,0,1,0,0,0
2013-07-25,T236,41.994679,-87.770899,69.5,53.0,0.0,0,0,1,0,0,0,0
2013-01-08,T012,41.991429,-87.747113,71.5,55.5,0.0,0,0,1,0,0,0,0
2011-08-26,T083,41.754292,-87.590773,71.5,58.0,0.0,0,0,1,0,0,0,0
2009-06-07,T046,41.891118,-87.65449100000001,73.5,54.0,0.0,0,0,0,1,0,0,0
2013-06-09,T135,41.662014,-87.72460799999999,73.0,56.5,0.0,0,0,1,0,0,0,0
2007-06-09,T115,41.673408,-87.599862,78.5,66.5,0.13,0,0,0,0,0,0,1
2011-06-17,T115,41.673408,-87.599862,72.0,60.0,0.0,0,0,1,0,0,0,0
2007-04-09,T143,41.999128999999996,-87.795585,77.5,59.5,0.0,0,0,1,0,0,0,0
2009-07-31,T054,41.921965,-87.632085,71.0,54.5,0.0,0,0,1,0,0,0,0
2009-06-07,T128,41.704572,-87.56566600000001,73.5,54.0,0.0,0,1,0,0,0,0,0
2013-08-07,T151,41.916265,-87.800515,78.5,70.5,0.6699999999999999,0,0,0,1,0,0,0
2013-08-08,T147,41.932094,-87.700117,73.0,55.5,0.0,0,1,0,0,0,0,0
2011-05-08,T903,41.957799,-87.930995,76.5,68.0,0.001,0,1,0,0,0,0,0
2013-01-08,T145,41.878114000000004,-87.629798,71.5,55.5,0.0,0,0,1,0,0,0,0
2011-07-15,T011,41.944869,-87.832763,79.0,60.0,0.0005,0,1,0,0,0,0,0
2007-01-08,T161,41.719059,-87.675088,80.5,62.5,0.0,0,0,0,1,0,0,0
2011-06-17,T048,41.867108,-87.654224,72.0,60.0,0.0,0,0,0,1,0,0,0
2007-02-07,T016,42.011601,-87.81150600000001,67.0,50.0,0.0,0,0,0,1,0,0,0
2011-06-17,T152,41.846075,-87.716277,72.0,60.0,0.0,0,0,0,1,0,0,0
2009-07-08,T016,42.011601,-87.81150600000001,70.0,59.0,0.28,0,0,1,0,0,0,0
2011-07-15,T027,41.984809000000006,-87.728492,79.0,60.0,0.0005,0,0,1,0,0,0,0
2013-08-29,T900,41.974689,-87.890615,78.0,64.5,0.0,0,0,1,0,0,0,0
2011-06-30,T095,41.704336,-87.70373599999999,76.0,61.5,0.0155,0,0,0,1,0,0,0
2009-07-31,T002,41.95469,-87.800991,71.0,54.5,0.0,0,1,0,0,0,0,0
2007-07-18,T016,42.011601,-87.81150600000001,77.0,68.5,1.235,0,0,0,1,0,0,0
2013-08-07,T115,41.673408,-87.599862,78.5,70.5,0.6699999999999999,0,0,1,0,0,0,0
2007-07-18,T039,41.911823999999996,-87.726737,77.0,68.5,1.235,0,0,1,0,0,0,0
2009-07-08,T225,41.743402,-87.731435,70.0,59.0,0.28,0,0,1,0,0,0,0
2013-07-06,T027,41.984809000000006,-87.728492,60.5,44.5,0.0005,0,0,1,0,0,0,0
2009-09-17,T033,41.906638,-87.701431,62.0,51.5,0.0,0,0,1,0,0,0,0
2009-12-06,T089,41.723195000000004,-87.64997,61.5,49.0,0.001,0,0,0,1,0,0,0
2007-09-24,T151,41.916265,-87.800515,80.0,62.5,0.0,0,0,1,0,0,0,0
2007-09-25,T212,41.680946,-87.535198,74.5,65.5,0.14,0,1,0,0,0,0,0
2011-09-16,T049,41.896282,-87.655232,53.0,39.0,0.0,0,0,1,0,0,0,0
2007-01-08,T033,41.906638,-87.701431,80.5,62.5,0.0,0,0,1,0,0,0,0
2007-09-19,T066,41.77166,-87.703047,75.5,59.0,0.0,0,0,1,0,0,0,0
2007-07-08,T135,41.662014,-87.72460799999999,82.5,73.0,0.685,0,0,1,0,0,0,0
2009-08-13,T900,41.974689,-87.890615,74.0,55.0,0.0,0,0,1,0,0,0,0
2007-06-09,T215,41.686398,-87.531635,78.5,66.5,0.13,0,0,1,0,0,0,0
2009-09-17,T224,41.947227000000005,-87.67145699999999,62.0,51.5,0.0,0,0,0,1,0,0,0
2009-07-31,T900,41.974689,-87.890615,71.0,54.5,0.0,0,1,0,0,0,0,0
2013-09-26,T082,41.803422999999995,-87.642984,64.0,52.0,0.0,0,0,1,0,0,0,0
2007-08-08,T115,41.673408,-87.599862,80.5,71.5,0.075,0,1,0,0,0,0,0
2009-09-25,T155,41.776156,-87.778927,65.0,57.0,0.09,0,0,1,0,0,0,0
2009-10-07,T153,41.907645,-87.760886,74.5,64.5,0.1,0,0,0,1,0,0,0
2007-07-18,T003,41.964242,-87.757639,77.0,68.5,1.235,0,0,1,0,0,0,0
2011-12-08,T048,41.867108,-87.654224,72.5,58.0,0.0,0,0,0,1,0,0,0
2009-07-08,T209,41.740641,-87.546587,70.0,59.0,0.28,0,0,0,1,0,0,0
2009-06-22,T900,41.974689,-87.890615,79.5,67.0,0.075,0,0,1,0,0,0,0
2013-01-08,T073,41.773215,-87.60088,71.5,55.5,0.0,0,0,1,0,0,0,0
2013-07-25,T082,41.803422999999995,-87.642984,69.5,53.0,0.0,0,0,1,0,0,0,0
2007-07-08,T049,41.896282,-87.655232,82.5,73.0,0.685,0,1,0,0,0,0,0
2011-06-24,T095,41.704336,-87.70373599999999,64.0,55.5,0.0,0,0,0,1,0,0,0
2007-08-15,T047,41.868142,-87.696269,76.5,68.0,0.53,0,1,0,0,0,0,0
2007-02-08,T107,41.729669,-87.582699,81.5,66.0,0.0,0,0,1,0,0,0,0
2009-07-31,T138,41.726465000000005,-87.585413,71.0,54.5,0.0,0,0,1,0,0,0,0
2007-05-09,T115,41.673408,-87.599862,80.0,62.5,0.0005,0,1,0,0,0,0,0
2013-08-22,T221,41.659112,-87.53869300000001,73.0,66.5,0.295,0,0,1,0,0,0,0
2007-08-22,T097,41.644612,-87.60449799999999,80.0,70.5,0.625,0,0,1,0,0,0,0
2007-07-08,T081,41.821582,-87.62779599999999,82.5,73.0,0.685,0,0,1,0,0,0,0
2009-07-08,T013,41.923738,-87.785288,70.0,59.0,0.28,0,0,1,0,0,0,0
2009-06-22,T900,41.974689,-87.890615,79.5,67.0,0.075,0,0,0,1,0,0,0
2009-10-07,T009,41.992478000000006,-87.862995,74.5,64.5,0.1,0,0,1,0,0,0,0
2007-01-08,T080,41.754676,-87.612922,80.5,62.5,0.0,0,0,0,1,0,0,0
2007-09-08,T138,41.726465000000005,-87.585413,78.5,71.0,0.255,0,1,0,0,0,0,0
2011-09-23,T115,41.673408,-87.599862,55.0,45.0,0.01,0,0,1,0,0,0,0
2013-08-29,T223,41.973845000000004,-87.805059,78.0,64.5,0.0,0,0,1,0,0,0,0
2007-01-08,T060,41.823065,-87.67837800000001,80.5,62.5,0.0,0,0,1,0,0,0,0
2013-06-14,T065,41.778296999999995,-87.752411,67.0,50.5,0.0,0,0,1,0,0,0,0
2007-11-07,T047,41.868142,-87.696269,70.0,51.0,0.0,0,0,1,0,0,0,0
2013-08-29,T095,41.704336,-87.70373599999999,78.0,64.5,0.0,0,0,1,0,0,0,0
2007-12-09,T060,41.823065,-87.67837800000001,56.5,42.5,0.0,0,1,0,0,0,0,0
2011-09-16,T238,41.753391,-87.707394,53.0,39.0,0.0,0,0,0,1,0,0,0
2011-08-19,T218,41.948167,-87.730698,76.5,62.5,0.0,0,0,1,0,0,0,0
2009-08-13,T147,41.932094,-87.700117,74.0,55.0,0.0,0,0,1,0,0,0,0
2007-06-26,T151,41.916265,-87.800515,81.5,69.0,0.0805,0,0,0,1,0,0,0
2009-07-13,T115,41.673408,-87.599862,71.0,47.0,0.0,0,0,1,0,0,0,0
2007-08-28,T103,41.702723999999996,-87.536497,79.5,65.5,0.0,0,0,0,0,0,0,1
2013-08-15,T033,41.906638,-87.701431,65.5,51.5,0.0,0,1,0,0,0,0,0
2007-12-09,T128,41.704572,-87.56566600000001,56.5,42.5,0.0,0,1,0,0,0,0,0
2011-05-08,T095,41.704336,-87.70373599999999,76.5,68.0,0.001,0,0,1,0,0,0,0
2013-01-08,T135,41.662014,-87.72460799999999,71.5,55.5,0.0,0,0,0,1,0,0,0
2007-09-24,T115,41.673408,-87.599862,80.0,62.5,0.0,0,1,0,0,0,0,0
2009-07-17,T073,41.773215,-87.60088,64.0,51.5,0.0005,0,1,0,0,0,0,0
2007-08-22,T159,41.732984,-87.649642,80.0,70.5,0.625,0,0,1,0,0,0,0
2013-07-06,T080,41.754676,-87.612922,60.5,44.5,0.0005,0,0,0,1,0,0,0
2013-08-08,T900,41.974689,-87.890615,73.0,55.5,0.0,0,0,1,0,0,0,0
2007-08-22,T160,41.903002,-87.68826700000001,80.0,70.5,0.625,0,1,0,0,0,0,0
2013-06-09,T226,41.793818,-87.654234,73.0,56.5,0.0,0,1,0,0,0,0,0
2011-09-23,T102,41.750498,-87.605294,55.0,45.0,0.01,0,0,1,0,0,0,0
2007-01-08,T086,41.688324,-87.676709,80.5,62.5,0.0,0,0,1,0,0,0,0
2007-07-18,T151,41.916265,-87.800515,77.0,68.5,1.235,0,1,0,0,0,0,0
2009-09-14,T114,41.798697,-87.736812,71.5,55.5,0.0,0,0,1,0,0,0,0
2009-09-14,T900,41.974689,-87.890615,71.5,55.5,0.0,0,1,0,0,0,0,0
2009-06-15,T115,41.673408,-87.599862,68.0,49.0,0.0,0,0,0,1,0,0,0
2007-12-09,T090,41.868077,-87.666901,56.5,42.5,0.0,0,1,0,0,0,0,0
2013-06-09,T027,41.984809000000006,-87.728492,73.0,56.5,0.0,0,0,1,0,0,0,0
2009-07-17,T220,41.963976,-87.69181,64.0,51.5,0.0005,0,0,0,1,0,0,0
2009-06-07,T002,41.95469,-87.800991,73.5,54.0,0.0,0,0,1,0,0,0,0
2009-06-07,T220,41.963976,-87.69181,73.5,54.0,0.0,0,0,1,0,0,0,0
2009-06-07,T160,41.903002,-87.68826700000001,73.5,54.0,0.0,0,0,1,0,0,0,0
2007-01-08,T084,41.692555,-87.598865,80.5,62.5,0.0,0,0,1,0,0,0,0
2009-07-27,T900,41.974689,-87.890615,74.5,61.0,0.025,0,0,0,1,0,0,0
2007-07-18,T019,41.94983,-87.69845699999999,77.0,68.5,1.235,0,0,0,1,0,0,0
2007-08-16,T115,41.673408,-87.599862,71.5,64.5,0.0,0,1,0,0,0,0,0
2011-11-07,T099,41.733643,-87.55551,80.0,70.5,0.26,0,0,1,0,0,0,0
2009-08-13,T900,41.974689,-87.890615,74.0,55.0,0.0,0,0,0,0,1,0,0
2007-02-08,T209,41.740641,-87.546587,81.5,66.0,0.0,0,0,1,0,0,0,0
2011-07-15,T144,41.94016,-87.794896,79.0,60.0,0.0005,0,0,0,1,0,0,0
2009-09-14,T066,41.77166,-87.703047,71.5,55.5,0.0,0,0,1,0,0,0,0
2007-08-22,T095,41.704336,-87.70373599999999,80.0,70.5,0.625,0,1,0,0,0,0,0
2013-01-08,T128,41.704572,-87.56566600000001,71.5,55.5,0.0,0,1,0,0,0,0,0
2007-04-10,T082,41.803422999999995,-87.642984,68.5,56.0,0.0,0,0,1,0,0,0,0
2013-08-22,T047,41.868142,-87.696269,73.0,66.5,0.295,0,0,1,0,0,0,0
2011-06-17,T232,41.912563,-87.66805500000001,72.0,60.0,0.0,0,0,0,1,0,0,0
2007-01-08,T008,42.008314,-87.77792099999999,80.5,62.5,0.0,0,1,0,0,0,0,0
2007-06-26,T161,41.719059,-87.675088,81.5,69.0,0.0805,0,0,0,1,0,0,0
2011-08-19,T226,41.793818,-87.654234,76.5,62.5,0.0,0,0,0,1,0,0,0
2007-04-10,T147,41.932094,-87.700117,68.5,56.0,0.0,0,0,1,0,0,0,0
2007-08-15,T158,41.682587,-87.707973,76.5,68.0,0.53,0,0,1,0,0,0,0
2011-07-25,T065,41.778296999999995,-87.752411,81.5,66.5,0.005,0,1,0,0,0,0,0
2013-07-25,T224,41.947227000000005,-87.67145699999999,69.5,53.0,0.0,0,0,0,1,0,0,0
2009-06-26,T046,41.891118,-87.65449100000001,78.5,60.5,0.0,0,0,0,1,0,0,0
2007-01-08,T080,41.754676,-87.612922,80.5,62.5,0.0,0,0,1,0,0,0,0
2011-06-17,T900,41.974689,-87.890615,72.0,60.0,0.0,0,0,0,1,0,0,0
2009-06-15,T900,41.974689,-87.890615,68.0,49.0,0.0,0,0,1,0,0,0,0
2011-12-09,T135,41.662014,-87.72460799999999,75.0,59.0,0.0,0,0,0,1,0,0,0
2007-08-17,T221,41.659112,-87.53869300000001,71.5,54.0,0.0,0,0,1,0,0,0,0
2007-09-19,T063,41.82561,-87.726549,75.5,59.0,0.0,0,0,1,0,0,0,0
